time,concentration_of_chlorophyll_in_water,chl
2005-03-18,,4.239476680755615
2005-03-19,,3.9694974422454834
2005-03-20,,3.8028197288513184
2005-03-21,,4.062488555908203
2005-03-22,,4.557810306549072
2005-03-23,,4.371412277221681
2005-03-24,,4.466498374938965
2005-03-25,,4.104352474212647
2005-03-26,,4.0541720390319815
2005-03-27,,3.2135560512542725
2005-03-28,,4.720861911773682
2005-03-29,5.04,4.678549766540527
2005-03-30,,4.6837544441223145
2005-03-31,,5.699252605438232
2005-04-01,,2.2668964862823486
2005-04-02,,5.091552257537842
2005-04-03,,3.903089761734009
2005-04-04,,4.636672496795653
2005-04-05,,5.575363159179688
2005-04-06,,5.079233169555664
2005-04-07,,3.990086793899536
2005-04-08,12.2,5.800495624542236
2005-04-09,,7.235753536224365
2005-04-10,,7.765745162963867
2005-04-11,,8.012385368347168
2005-04-12,,9.485384941101074
2005-04-13,,9.485416412353516
2005-04-14,,8.597186088562013
2005-04-15,,8.805846214294434
2005-04-16,,8.763578414916992
2005-04-17,,17.694429397583008
2005-04-18,,19.071718215942386
2005-04-19,,19.199932098388672
2005-04-20,,19.494709014892575
2005-04-21,,20.489931106567386
2005-04-22,,20.762067794799805
2005-04-23,,42.37811279296875
2005-04-24,,24.125896453857425
2005-04-25,30.2,49.6790657043457
2005-04-26,,54.99274826049805
2005-04-27,,65.0
2005-04-28,,65.0
2005-04-29,,65.0
2005-04-30,,38.211326599121094
2005-05-01,,40.744285583496094
2005-05-02,,30.31805229187012
2005-05-03,,25.712116241455078
2005-05-04,,21.211475372314453
2005-05-05,,41.4118766784668
2005-05-06,,41.76647567749024
2005-05-07,,7.243021488189697
2005-05-08,,11.795022010803224
2005-05-09,30.0,39.91575241088867
2005-05-10,,13.556488037109375
2005-05-11,,22.963359832763672
2005-05-12,,12.171592712402346
2005-05-13,,43.5916633605957
2005-05-14,,32.271690368652344
2005-05-15,,56.43955993652344
2005-05-16,,56.86780166625977
2005-05-17,,24.6484432220459
2005-05-18,,30.16932678222656
2005-05-19,,30.979894638061523
2005-05-20,,22.614458084106445
2005-05-21,,23.83768081665039
2005-05-22,,39.500431060791016
2005-05-23,,35.01833724975586
2005-05-24,,23.96108627319336
2005-05-25,,32.358665466308594
2005-05-26,22.4,19.4514102935791
2005-05-27,,18.778047561645508
2005-05-28,,40.39411544799805
2005-05-29,,22.99497413635254
2005-05-30,,22.14248275756836
2005-05-31,,11.569110870361328
2005-06-01,,10.322072982788086
2005-06-02,,10.096153259277344
2005-06-03,,13.486824035644533
2005-06-04,,11.980523109436035
2005-06-05,,12.174431800842285
2005-06-06,,4.400017738342285
2005-06-07,,3.87528657913208
2005-06-08,,12.307326316833494
2005-06-09,,10.596004486083984
2005-06-10,,6.187180042266847
2005-06-11,,3.968986034393311
2005-06-12,,1.366840362548828
2005-06-13,,1.0770025253295898
2005-06-14,,4.3129072189331055
2005-06-15,,4.32493257522583
2005-06-16,,10.376760482788086
2005-06-17,,12.15723991394043
2005-06-18,,12.261995315551758
2005-06-19,,38.01729965209961
2005-06-20,,8.405813217163086
2005-06-21,9.52,9.704785346984863
2005-06-22,,17.938243865966797
2005-06-23,,12.322128295898438
2005-06-24,,16.21236228942871
2005-06-25,,15.297493934631348
2005-06-26,,20.35327911376953
2005-06-27,,20.072555541992188
2005-06-28,,10.210165023803713
2005-06-29,,10.14306926727295
2005-06-30,,21.231321334838867
2005-07-01,,32.486221313476555
2005-07-02,,6.157816410064697
2005-07-03,,3.94997239112854
2005-07-04,,8.943927764892578
2005-07-05,,12.999886512756348
2005-07-06,,5.743701457977295
2005-07-07,,5.334400177001953
2005-07-08,10.2,7.392117500305176
2005-07-09,,7.7659149169921875
2005-07-10,,19.006298065185547
2005-07-11,,22.189327239990234
2005-07-12,,13.28225040435791
2005-07-13,,17.36766242980957
2005-07-14,,18.834287643432614
2005-07-15,,7.088068962097168
2005-07-16,,7.7873029708862305
2005-07-17,,6.996219158172607
2005-07-18,,9.548136711120604
2005-07-19,,10.414422988891602
2005-07-20,4.64,7.772339344024657
2005-07-21,,7.751673221588135
2005-07-22,,6.8911004066467285
2005-07-23,,8.070769309997559
2005-07-24,,4.3989667892456055
2005-07-25,,3.611626386642456
2005-07-26,,3.5078182220458984
2005-07-27,,3.9710516929626474
2005-07-28,,4.582071781158447
2005-07-29,,3.643057107925415
2005-07-30,,3.6258773803710938
2005-07-31,,3.9008500576019287
2005-08-01,4.54,4.637714862823486
2005-08-02,,10.860286712646484
2005-08-03,,4.783778190612793
2005-08-04,,5.525399208068848
2005-08-05,,4.826478958129883
2005-08-06,,3.4891717433929443
2005-08-07,,3.924317598342896
2005-08-08,,3.9112377166748047
2005-08-09,,3.660498142242432
2005-08-10,,4.561203002929688
2005-08-11,,5.875977993011475
2005-08-12,,9.436234474182127
2005-08-13,,7.324202060699463
2005-08-14,,6.887500286102295
2005-08-15,,8.021385192871094
2005-08-16,,15.249741554260256
2005-08-17,6.7,11.603182792663574
2005-08-18,,12.832820892333984
2005-08-19,,15.114407539367676
2005-08-20,,9.986319541931152
2005-08-21,,6.813283443450928
2005-08-22,,19.18959617614746
2005-08-23,,12.266107559204102
2005-08-24,,11.008810997009276
2005-08-25,,6.223058223724365
2005-08-26,,7.4748172760009775
2005-08-27,,7.822128772735597
2005-08-28,,24.665361404418945
2005-08-29,,24.44786834716797
2005-08-30,,21.395509719848636
2005-08-31,,33.44207763671875
2005-09-01,5.74,34.220184326171875
2005-09-02,,4.993980884552002
2005-09-03,,7.7266883850097665
2005-09-04,,12.10995101928711
2005-09-05,,15.147947311401367
2005-09-06,,11.536006927490234
2005-09-07,,10.69911289215088
2005-09-08,,11.576541900634766
2005-09-09,,10.697968482971193
2005-09-10,,9.553906440734863
2005-09-11,,8.652917861938478
2005-09-12,,11.251435279846193
2005-09-13,,12.4330472946167
2005-09-14,,7.235873699188232
2005-09-15,,4.719230175018311
2005-09-16,,5.6476383209228525
2005-09-17,,5.563328742980957
2005-09-18,,3.8877551555633545
2005-09-19,,7.8460044860839835
2005-09-20,6.72,4.173386096954347
2005-09-21,,4.820948600769043
2005-09-22,,4.690877437591553
2005-09-23,,9.040127754211426
2005-09-24,,4.156644344329834
2005-09-25,,4.869227886199951
2005-09-26,,3.1857192516326904
2005-09-27,,5.640048027038574
2005-09-28,,10.116585731506348
2005-09-29,,4.501321792602539
2005-09-30,,4.290492057800293
2005-10-01,,3.427323341369629
2005-10-02,,3.9419546127319336
2005-10-03,5.38,8.436381340026855
2005-10-04,,6.343109607696532
2005-10-05,,5.051727294921875
2005-10-06,,5.051727294921875
2005-10-07,,4.690649032592773
2005-10-08,,7.256295204162598
2005-10-09,,8.404633522033691
2005-10-10,,9.577435493469238
2005-10-11,,10.515073776245117
2005-10-12,,3.703990936279297
2005-10-13,,4.7814531326293945
2005-10-14,,4.693631172180176
2005-10-15,,3.6989841461181636
2005-10-16,,9.274874687194824
2005-10-17,8.14,9.060518264770508
2005-10-18,,9.506537437438963
2005-10-19,,9.017155647277832
2005-10-20,,4.1136999130249015
2005-10-21,,4.08767032623291
2005-10-22,,3.6596300601959233
2005-10-23,,5.913897037506104
2005-10-24,,5.278585433959961
2005-10-25,,6.463236331939697
2005-10-26,,8.702308654785156
2005-10-27,,6.708414077758789
2005-10-28,,4.818301200866699
2005-10-29,,4.829307556152344
2005-10-30,,7.035569190979004
2005-10-31,,7.036695957183838
2005-11-01,3.0,4.039228439331056
2005-11-02,,2.5378129482269287
2005-11-03,,2.6564416885375977
2005-11-04,,2.6908810138702397
2005-11-05,,2.465072631835937
2005-11-06,,2.0738742351531982
2005-11-07,,1.2648580074310305
2005-11-08,,2.848455905914306
2005-11-09,,3.0540711879730225
2005-11-10,,3.0234453678131104
2005-11-11,,3.9482245445251465
2005-11-12,,3.661544322967529
2005-11-13,,2.411914587020874
2005-11-14,,2.411921977996826
2005-11-15,1.54,2.3417115211486816
2005-11-16,,3.356864213943481
2005-11-17,,3.104146242141724
2005-11-18,,1.7667691707611084
2005-11-19,,2.600580930709839
2005-11-20,,2.6187639236450195
2005-11-21,,3.0779905319213867
2005-11-22,,3.2209837436676025
2005-11-23,,3.580493450164795
2005-11-24,,4.350612163543701
2005-11-25,,3.075965881347656
2005-11-26,,4.599140167236328
2005-11-27,,5.905076026916504
2005-11-28,,7.656259536743164
2005-11-29,,3.2094552516937256
2005-11-30,,2.48612904548645
2005-12-01,,2.706462860107422
2005-12-02,,2.798152446746826
2005-12-03,,0.8892213106155396
2005-12-04,,0.7784710526466371
2005-12-05,,1.0069918632507324
2005-12-06,,0.9586765170097352
2005-12-07,,0.6657696962356567
2005-12-08,,3.966607809066773
2005-12-09,,2.536185503005981
2005-12-10,,2.2160487174987797
2005-12-11,,1.5686147212982178
2005-12-12,,1.8051795959472656
2005-12-13,,1.7794078588485718
2005-12-14,1.94,1.4487470388412476
2005-12-15,,1.6125611066818235
2005-12-16,,0.6543095111846924
2005-12-17,,1.3155866861343384
2005-12-18,,1.7665235996246338
2005-12-19,,2.3072683811187744
2005-12-20,,2.3106138706207275
2005-12-21,,2.003831148147583
2005-12-22,,2.0648086071014404
2005-12-23,,2.1837639808654785
2005-12-24,,3.447161674499512
2005-12-25,,2.5606515407562256
2005-12-26,,2.197343111038208
2005-12-27,,1.619656324386597
2005-12-28,,0.9802223443984984
2005-12-29,,0.7702019810676575
2005-12-30,,1.1795525550842283
2005-12-31,,1.3232059478759766
2006-01-01,,2.080894470214844
2006-01-02,,2.769777536392212
2006-01-03,,3.666070461273194
2006-01-04,,4.0662879943847665
2006-01-05,,3.46638560295105
2006-01-06,,2.4976787567138667
2006-01-07,,2.1057651042938232
2006-01-08,,3.376529693603516
2006-01-09,,3.5020952224731445
2006-01-10,,3.640940427780152
2006-01-11,,3.715850830078125
2006-01-12,,3.68282961845398
2006-01-13,1.8,4.125962734222412
2006-01-14,,4.202474594116212
2006-01-15,,5.3673977851867685
2006-01-16,,3.1352465152740483
2006-01-17,,3.063292980194092
2006-01-18,,3.828980445861816
2006-01-19,,2.999314308166504
2006-01-20,,2.604607105255127
2006-01-21,,2.517565488815308
2006-01-22,,2.2337141036987305
2006-01-23,,4.764939785003662
2006-01-24,,3.825276136398315
2006-01-25,,3.009891986846924
2006-01-26,,1.4477689266204834
2006-01-27,,1.3501650094985962
2006-01-28,,2.360722064971924
2006-01-29,,2.242059230804444
2006-01-30,,2.2420663833618164
2006-01-31,,2.239373683929444
2006-02-01,,2.148889780044556
2006-02-02,,2.5757205486297607
2006-02-03,,2.4622118473052983
2006-02-04,,3.559600353240967
2006-02-05,,3.60068416595459
2006-02-06,,4.065133571624757
2006-02-07,,3.0197522640228267
2006-02-08,,3.0234181880950928
2006-02-09,,3.881922483444214
2006-02-10,,2.651455402374268
2006-02-11,,1.76262104511261
2006-02-12,,1.5871291160583496
2006-02-13,,1.8489549160003664
2006-02-14,5.84,2.5028297901153564
2006-02-15,,2.6425631046295166
2006-02-16,,3.200644493103028
2006-02-17,,3.365314483642578
2006-02-18,,2.498795509338379
2006-02-19,,2.4910378456115723
2006-02-20,,2.5790843963623047
2006-02-21,,2.636007785797119
2006-02-22,,3.242551565170288
2006-02-23,,3.2441112995147705
2006-02-24,,3.259922504425049
2006-02-25,,3.6613032817840576
2006-02-26,,4.931057929992676
2006-02-27,,4.932828903198242
2006-02-28,,4.044905662536621
2006-03-01,,5.291377544403076
2006-03-02,,3.496760129928589
2006-03-03,,2.9421663284301762
2006-03-04,,2.954038143157959
2006-03-05,,4.125230312347412
2006-03-06,,3.570247173309326
2006-03-07,,3.7328386306762695
2006-03-08,,3.731442213058472
2006-03-09,,3.5327308177948
2006-03-10,,2.8275737762451167
2006-03-11,,2.58773136138916
2006-03-12,,4.278563976287842
2006-03-13,,4.366908550262451
2006-03-14,,4.38231372833252
2006-03-15,5.72,4.9343132972717285
2006-03-16,,4.934680938720703
2006-03-17,,4.980348587036133
2006-03-18,,3.0712172985076904
2006-03-19,,3.223795175552368
2006-03-20,,5.9884467124938965
2006-03-21,,6.276835441589356
2006-03-22,,7.241608142852782
2006-03-23,,8.115806579589844
2006-03-24,,7.9767866134643555
2006-03-25,,6.736067295074463
2006-03-26,,8.653689384460451
2006-03-27,,11.213907241821287
2006-03-28,6.14,7.928944587707519
2006-03-29,,5.2149434089660645
2006-03-30,,5.329064846038818
2006-03-31,,4.7860145568847665
2006-04-01,,2.9058024883270264
2006-04-02,,2.976381540298462
2006-04-03,,3.053419589996338
2006-04-04,,4.042539596557616
2006-04-05,,4.1152424812316895
2006-04-06,,4.475086688995361
2006-04-07,,4.4081196784973145
2006-04-08,,4.1449551582336435
2006-04-09,,2.9890406131744385
2006-04-10,,4.8164777755737305
2006-04-11,6.56,4.765352249145508
2006-04-12,,6.358827114105225
2006-04-13,,4.8852739334106445
2006-04-14,,5.272458076477051
2006-04-15,,5.272458076477051
2006-04-16,,6.721114158630371
2006-04-17,,9.145364761352539
2006-04-18,,9.153950691223145
2006-04-19,,10.14987850189209
2006-04-20,,11.77501106262207
2006-04-21,,11.828161239624025
2006-04-22,,11.868915557861328
2006-04-23,,17.230459213256836
2006-04-24,,24.60757064819336
2006-04-25,30.0,25.27098846435547
2006-04-26,,21.88513946533203
2006-04-27,,23.349464416503906
2006-04-28,,18.690519332885746
2006-04-29,,19.788986206054688
2006-04-30,,19.658361434936523
2006-05-01,,19.65837860107422
2006-05-02,,10.83365249633789
2006-05-03,,8.825033187866211
2006-05-04,,9.909396171569824
2006-05-05,,9.93748664855957
2006-05-06,,7.558056354522705
2006-05-07,,7.6789231300354
2006-05-08,,7.027296543121338
2006-05-09,,7.607278823852539
2006-05-10,5.86,20.611717224121094
2006-05-11,,9.351922988891602
2006-05-12,,9.581910133361816
2006-05-13,,9.603429794311523
2006-05-14,,12.117477416992188
2006-05-15,,12.117475509643555
2006-05-16,,12.94551944732666
2006-05-17,,7.388476371765138
2006-05-18,,10.31615161895752
2006-05-19,,10.226968765258787
2006-05-20,,21.62215805053711
2006-05-21,,16.029251098632812
2006-05-22,,13.332624435424805
2006-05-23,,15.746259689331055
2006-05-24,,20.75452995300293
2006-05-25,,19.685739517211914
2006-05-26,,19.978376388549805
2006-05-27,,6.455641269683838
2006-05-28,,7.203574180603027
2006-05-29,,7.1925716400146475
2006-05-30,38.0,9.977750778198242
2006-05-31,,9.396807670593262
2006-06-01,,3.0835237503051762
2006-06-02,,2.324300765991211
2006-06-03,,2.343904972076416
2006-06-04,,2.569178342819214
2006-06-05,,2.2294960021972656
2006-06-06,,11.426837921142578
2006-06-07,,14.891440391540527
2006-06-08,10.8,9.219096183776855
2006-06-09,,7.063118934631348
2006-06-10,,7.8021559715271
2006-06-11,,19.766277313232425
2006-06-12,,12.839824676513672
2006-06-13,,4.9688687324523935
2006-06-14,,5.052321434020996
2006-06-15,,3.4925415515899663
2006-06-16,,4.8325161933898935
2006-06-17,,8.249482154846191
2006-06-18,,4.533851623535156
2006-06-19,,4.006501197814941
2006-06-20,,4.408705234527588
2006-06-21,,2.440225601196289
2006-06-22,6.1,2.568824052810669
2006-06-23,,5.890730857849121
2006-06-24,,5.827486038208008
2006-06-25,,10.128532409667967
2006-06-26,,4.320326805114746
2006-06-27,,4.854551792144775
2006-06-28,3.78,7.569211959838867
2006-06-29,,11.427490234375
2006-06-30,,15.947366714477539
2006-07-01,,13.053488731384276
2006-07-02,,19.03049659729004
2006-07-03,,11.08159065246582
2006-07-04,,19.99839401245117
2006-07-05,,19.975765228271484
2006-07-06,,6.433997631072997
2006-07-07,,4.827639579772949
2006-07-08,,20.671857833862305
2006-07-09,,19.412654876708984
2006-07-10,,23.301498413085934
2006-07-11,6.98,18.7207145690918
2006-07-12,,21.32869529724121
2006-07-13,,11.533276557922365
2006-07-14,,13.469069480895994
2006-07-15,,25.88182830810547
2006-07-16,,32.092788696289055
2006-07-17,,56.34378051757813
2006-07-18,,29.675785064697266
2006-07-19,,22.260469436645508
2006-07-20,,21.233373641967773
2006-07-21,,19.5396785736084
2006-07-22,,14.019874572753904
2006-07-23,,15.008834838867188
2006-07-24,,9.07137966156006
2006-07-25,,12.234538078308105
2006-07-26,5.72,10.419637680053713
2006-07-27,,10.419797897338867
2006-07-28,,5.2627291679382315
2006-07-29,,6.569167137145996
2006-07-30,,6.061553001403809
2006-07-31,,5.053429126739502
2006-08-01,,4.546109676361084
2006-08-02,,4.841933727264403
2006-08-03,,7.372142791748048
2006-08-04,,10.559990882873537
2006-08-05,,10.105978965759276
2006-08-06,,12.146549224853516
2006-08-07,,12.120892524719238
2006-08-08,,4.40922737121582
2006-08-09,4.58,4.317890644073486
2006-08-10,,3.778364896774292
2006-08-11,,3.661133527755737
2006-08-12,,4.2288832664489755
2006-08-13,,4.978739261627197
2006-08-14,,4.965505599975586
2006-08-15,,8.340941429138184
2006-08-16,,9.808063507080078
2006-08-17,,10.380163192749023
2006-08-18,,6.522313117980957
2006-08-19,,10.276152610778807
2006-08-20,,5.4735107421875
2006-08-21,,5.460052013397217
2006-08-22,,5.246678352355957
2006-08-23,,7.36385440826416
2006-08-24,,6.987602710723878
2006-08-25,,5.113977432250977
2006-08-26,,3.778212070465088
2006-08-27,,5.84892463684082
2006-08-28,,6.048398971557617
2006-08-29,,4.697954654693604
2006-08-30,,3.6850059032440186
2006-08-31,,4.008565425872804
2006-09-01,,7.4035096168518075
2006-09-02,,7.890487194061278
2006-09-03,,5.573378562927246
2006-09-04,,7.165175437927246
2006-09-05,,6.964857578277588
2006-09-06,,9.65133571624756
2006-09-07,9.64,7.959035873413086
2006-09-08,,4.7811808586120605
2006-09-09,,10.460758209228516
2006-09-10,,14.02601146697998
2006-09-11,,6.787191390991211
2006-09-12,,10.4292573928833
2006-09-13,,7.243618965148926
2006-09-14,,8.550496101379395
2006-09-15,,9.894195556640623
2006-09-16,,6.525449275970459
2006-09-17,,6.458567142486572
2006-09-18,,5.493966102600098
2006-09-19,,8.146864891052246
2006-09-20,,8.136886596679688
2006-09-21,5.92,11.970526695251465
2006-09-22,,10.154029846191406
2006-09-23,,10.175095558166504
2006-09-24,,12.924869537353516
2006-09-25,,4.08055591583252
2006-09-26,,3.4489779472351074
2006-09-27,,5.55031681060791
2006-09-28,,5.597207069396973
2006-09-29,,5.3553080558776855
2006-09-30,,5.329331398010254
2006-10-01,,5.989794731140138
2006-10-02,,2.391347169876098
2006-10-03,,5.467637538909912
2006-10-04,,4.723359107971191
2006-10-05,4.62,4.697687149047852
2006-10-06,,4.538055419921875
2006-10-07,,4.5380539894104
2006-10-08,,4.672274112701416
2006-10-09,,4.829301834106445
2006-10-10,,4.707680702209473
2006-10-11,,4.976653099060059
2006-10-12,,4.906205177307129
2006-10-13,,4.159159660339356
2006-10-14,,3.958899974822998
2006-10-15,,6.054944515228272
